PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MI,19820,"Detroit-Warren-Dearborn, MI",19-3099,"Social Scientists and Related Workers, All Other",detailed,130,6,0.071,0.29,38.83,80770,3.5,23.02,30.61,37.87,47.98,53.46,47890,63670,78780,99800,111210,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4011,Agricultural and Food Science Technicians,detailed,90,44.3,0.047,0.32,18.59,38670,7.3,10.56,12.32,18.28,22.36,27.61,21960,25620,38020,46500,57420,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4021,Biological Technicians,detailed,290,42.4,0.151,0.29,16.9,35150,2.4,10.99,13.2,16.53,18.99,22.54,22850,27450,34380,39490,46880,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4031,Chemical Technicians,detailed,1350,24.6,0.711,1.51,21.35,44410,3.6,12.51,14.76,20.27,26.92,33.07,26020,30690,42160,55990,68780,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4061,Social Science Research Assistants,detailed,110,25.6,0.058,0.28,18.12,37690,6.6,9.22,12.8,16.54,21.36,30.51,19170,26620,34410,44430,63460,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,720,33.2,0.378,1.52,20.32,42270,2.5,13.95,16.35,19.19,23.44,28.19,29010,34010,39910,48760,58630,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4092,Forensic Science Technicians,detailed,70,1.7,0.039,0.38,30.47,63370,2.4,19.81,24.74,34.67,34.89,35.26,41210,51450,72120,72560,73340,,
MI,19820,"Detroit-Warren-Dearborn, MI",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,900,15.2,0.473,0.91,16.89,35140,10.4,8.93,10.35,14.67,20.67,29.34,18560,21520,30520,43000,61030,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-0000,Community and Social Service Occupations,major,22900,3.4,12.056,0.84,21.7,45130,2.4,11.61,15.37,20.63,26.73,33.5,24150,31980,42910,55590,69680,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,680,20.9,0.359,0.57,18.25,37960,2.7,12.46,14.32,17.22,21.53,26.15,25930,29790,35820,44780,54380,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,2130,5.7,1.123,0.61,27.07,56310,2.8,16.12,19.96,24.92,34.36,42,33540,41510,51830,71470,87360,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1013,Marriage and Family Therapists,detailed,**,**,**,**,19.14,39800,3.4,15.79,16.86,18.66,21.59,23.62,32830,35080,38810,44910,49130,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1014,Mental Health Counselors,detailed,1010,18.6,0.533,0.57,21.73,45190,7.2,12.79,14.73,20.78,26.63,30.19,26610,30650,43230,55380,62790,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1015,Rehabilitation Counselors,detailed,1320,4.3,0.693,0.94,16.98,35310,3.7,8.9,10.76,15.76,20.77,28.59,18510,22370,32770,43200,59470,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1019,"Counselors, All Other",detailed,70,25.9,0.037,0.19,18.05,37550,3,12.38,14.75,18.15,21.6,23.7,25760,30690,37760,44920,49290,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1021,"Child, Family, and School Social Workers",detailed,5640,3.9,2.971,1.39,22.24,46260,3.1,13.43,16.44,21.48,26.62,31.32,27940,34190,44680,55360,65150,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1022,Healthcare Social Workers,detailed,2470,8.6,1.302,1.15,26.13,54350,1.9,16.5,19.86,24.68,31.77,37.15,34320,41310,51340,66080,77260,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1023,Mental Health and Substance Abuse Social Workers,detailed,1620,10,0.854,1.07,22.42,46630,1.2,16.29,19.31,22.17,25.89,29.36,33880,40170,46110,53840,61070,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1029,"Social Workers, All Other",detailed,440,11.8,0.232,0.54,25.55,53150,6.7,13.99,17.25,25.2,33.67,37.75,29100,35890,52410,70030,78510,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1091,Health Educators,detailed,490,12.4,0.26,0.62,25.37,52770,4,13.42,18.56,24.62,33.16,37.38,27920,38610,51210,68970,77750,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,1000,7.9,0.528,0.83,28.14,58530,2.1,19.85,25.09,30.7,30.71,33.26,41290,52180,63860,63870,69190,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1093,Social and Human Service Assistants,detailed,3200,7.6,1.683,0.65,14.07,29270,2.6,8.96,10.25,12.91,16.88,21.05,18630,21320,26860,35110,43770,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1094,Community Health Workers,detailed,570,8.5,0.3,0.86,18.76,39020,3.8,11.99,13.99,18.07,23.21,27.95,24930,29100,37580,48290,58140,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-1099,"Community and Social Service Specialists, All Other",detailed,560,5.9,0.295,0.43,25.67,53390,7.6,13.78,16.65,24.35,35.82,35.83,28650,34630,50660,74510,74530,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-2011,Clergy,detailed,860,14.5,0.453,1.29,20.72,43090,3.2,11.7,15.43,20.36,24.67,29.44,24340,32090,42350,51310,61230,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-2021,"Directors, Religious Activities and Education",detailed,520,23.9,0.274,1.86,16.86,35070,3.5,9.19,12.82,16.53,20.6,23.9,19110,26660,34390,42850,49720,,
MI,19820,"Detroit-Warren-Dearborn, MI",21-2099,"Religious Workers, All Other",detailed,110,40.6,0.06,1.05,19.84,41260,11.1,12.41,13.73,19.27,26.23,29.47,25820,28560,40080,54550,61300,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-0000,Legal Occupations,major,15750,5.7,8.29,1.08,43.29,90050,4.2,18,23.26,35.14,52.82,80.12,37440,48390,73080,109850,166650,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-1011,Lawyers,detailed,9370,7.2,4.933,1.12,55.48,115400,4.4,25.8,34.63,46.93,66.52,#,53660,72040,97610,138370,#,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-1012,Judicial Law Clerks,detailed,**,**,**,**,20.12,41850,5.3,13.76,16.2,19.45,22.8,26.16,28630,33690,40460,47430,54400,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,180,12,0.095,0.9,54.57,113510,6.7,29.3,38.07,52.58,77.79,81.11,60940,79180,109370,161800,168710,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,**,**,**,**,33.34,69350,6.3,19.99,21.44,23.85,38.94,54.58,41580,44590,49620,80990,113520,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-2011,Paralegals and Legal Assistants,detailed,3490,8.9,1.835,0.93,24.77,51520,2.3,14.96,18.47,23.69,29.48,36.32,31120,38420,49270,61330,75550,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-2091,Court Reporters,detailed,**,**,**,**,21.76,45250,2.6,13.49,17.78,21.99,26.6,29.6,28060,36990,45740,55320,61570,,
MI,19820,"Detroit-Warren-Dearborn, MI",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,930,19.3,0.49,1.24,21.09,43880,4,14.6,17.17,20.49,23.21,29.27,30380,35710,42620,48290,60870,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-0000,"Education, Training, and Library Occupations",major,88540,2.6,46.611,0.75,24.8,51580,2.6,10.03,13.42,21.52,34.83,43.65,20870,27910,44750,72440,90790,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1011,"Business Teachers, Postsecondary",detailed,900,18.3,0.473,0.77,*,88610,7,*,*,*,*,*,36400,54630,79210,112180,152500,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1021,"Computer Science Teachers, Postsecondary",detailed,300,11.8,0.158,0.64,*,75540,5.1,*,*,*,*,*,34200,39310,81470,97040,117570,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,630,7.9,0.329,0.84,*,72770,3.7,*,*,*,*,*,34050,45460,71510,94490,116330,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1032,"Engineering Teachers, Postsecondary",detailed,330,4.4,0.176,0.65,*,104030,6.6,*,*,*,*,*,52570,63390,96680,123480,167170,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1042,"Biological Science Teachers, Postsecondary",detailed,350,7.9,0.184,0.49,*,72570,6,*,*,*,*,*,35760,46550,66740,92880,116520,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1052,"Chemistry Teachers, Postsecondary",detailed,110,19.4,0.056,0.36,*,76470,5.4,*,*,*,*,*,34550,53830,80440,96100,115520,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1054,"Physics Teachers, Postsecondary",detailed,140,8.2,0.076,0.73,*,75280,3,*,*,*,*,*,41930,49850,72020,91810,116790,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1063,"Economics Teachers, Postsecondary",detailed,50,22.5,0.027,0.27,*,93510,10.1,*,*,*,*,*,34080,57040,88830,113270,151650,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1065,"Political Science Teachers, Postsecondary",detailed,110,13.1,0.058,0.46,*,83780,12.9,*,*,*,*,*,35570,45640,85280,107160,126060,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1066,"Psychology Teachers, Postsecondary",detailed,220,10.5,0.117,0.42,*,80010,4.5,*,*,*,*,*,35380,51040,78590,100200,125490,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1067,"Sociology Teachers, Postsecondary",detailed,190,9.2,0.101,0.86,*,78120,3.7,*,*,*,*,*,35950,48710,71100,93670,117930,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,280,21.8,0.145,1.78,*,80450,9.8,*,*,*,*,*,39510,51560,69970,99390,145200,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1071,"Health Specialties Teachers, Postsecondary",detailed,830,5.1,0.439,0.34,*,87760,10.4,*,*,*,*,*,32930,49080,79330,102160,148530,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,460,5.7,0.242,0.58,*,73120,7.8,*,*,*,*,*,32790,45900,77420,94410,112320,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1081,"Education Teachers, Postsecondary",detailed,340,3.6,0.177,0.41,*,70520,4.7,*,*,*,*,*,41190,48210,63960,81750,114100,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1082,"Library Science Teachers, Postsecondary",detailed,40,19.3,0.022,0.62,*,90340,4,*,*,*,*,*,57200,68990,83190,109850,124780,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,150,22.9,0.077,0.73,*,64560,7.9,*,*,*,*,*,29120,54160,68140,78340,92030,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1112,"Law Teachers, Postsecondary",detailed,40,3.3,0.018,0.16,*,76270,5.8,*,*,*,*,*,38270,54710,83080,96980,109120,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1113,"Social Work Teachers, Postsecondary",detailed,150,27.5,0.078,0.91,*,73680,3.3,*,*,*,*,*,27110,35090,78750,100020,127820,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,410,14.3,0.218,0.31,*,66990,6.9,*,*,*,*,*,33620,38430,66740,85570,102810,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1122,"Communications Teachers, Postsecondary",detailed,280,15.4,0.148,0.7,*,66050,7.6,*,*,*,*,*,31770,43050,56100,86350,112950,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,900,9.6,0.474,0.86,*,67360,4.5,*,*,*,*,*,34820,46790,64570,83290,102980,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,230,26.3,0.121,0.56,*,73560,3.6,*,*,*,*,*,32540,42890,69490,94430,124320,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1125,"History Teachers, Postsecondary",detailed,80,17.3,0.045,0.26,*,87330,4.9,*,*,*,*,*,45960,63130,82350,109880,130300,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,290,45.1,0.154,0.89,*,84200,3.1,*,*,*,*,*,34120,46960,73520,99190,134310,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1191,Graduate Teaching Assistants,detailed,600,5.2,0.317,0.35,*,38860,7.9,*,*,*,*,*,18240,21510,42100,46920,49830,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,110,33.7,0.06,0.46,*,57820,7.9,*,*,*,*,*,31730,33960,37660,84780,116730,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1194,"Vocational Education Teachers, Postsecondary",detailed,1790,12.8,0.941,1.08,24.14,50220,8.9,14.73,16.57,19.51,28.63,41.27,30630,34460,40570,59550,85840,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-1199,"Postsecondary Teachers, All Other",detailed,**,**,**,**,*,59100,9.4,*,*,*,*,*,18810,22710,58280,88070,105490,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2011,"Preschool Teachers, Except Special Education",detailed,3280,17.1,1.724,0.64,14.35,29850,5.2,9.45,10.7,13.24,16.81,20.95,19660,22260,27550,34960,43570,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2012,"Kindergarten Teachers, Except Special Education",detailed,1180,14.3,0.623,0.54,*,61100,15.3,*,*,*,*,*,27520,36060,50010,68730,85170,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2021,"Elementary School Teachers, Except Special Education",detailed,15630,5.9,8.227,0.82,*,65730,2.1,*,*,*,*,*,37080,47820,68540,81780,93650,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,7490,14.7,3.945,0.86,*,66540,1.8,*,*,*,*,*,39620,50580,69120,82120,93590,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2023,"Career/Technical Education Teachers, Middle School",detailed,210,47.8,0.111,1.17,*,62180,3.9,*,*,*,*,*,41100,49060,60540,76720,89760,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,5880,8.1,3.097,0.44,*,63570,2.6,*,*,*,*,*,36010,45350,62080,80900,95280,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,220,16.3,0.115,0.2,*,57810,3.9,*,*,*,*,*,37480,44340,55890,72200,83300,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2051,"Special Education Teachers, Preschool",detailed,90,24.3,0.047,0.22,*,50150,8.2,*,*,*,*,*,31970,35350,43060,67620,80280,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,980,15.3,0.517,0.36,*,62630,2.1,*,*,*,*,*,40240,49880,62570,75400,87950,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2053,"Special Education Teachers, Middle School",detailed,550,24.1,0.291,0.44,*,65230,2.4,*,*,*,*,*,41830,49530,63770,81820,93550,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2054,"Special Education Teachers, Secondary School",detailed,820,17,0.433,0.46,*,68480,2.4,*,*,*,*,*,41300,53140,69510,81720,96780,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-2059,"Special Education Teachers, All Other",detailed,**,**,**,**,*,65780,5.2,*,*,*,*,*,35050,45560,64790,84110,101470,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,550,12.8,0.289,0.61,27.74,57700,6,13.05,20.03,27.56,36.25,43.65,27150,41650,57330,75400,90780,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-3021,Self-Enrichment Education Teachers,detailed,2540,11.7,1.337,0.85,16.23,33760,5.6,8.68,9.36,16.04,21.28,24.08,18060,19460,33350,44270,50090,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,7000,16,3.687,1.86,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-3098,Substitute Teachers,detailed,**,**,**,**,12.58,26160,2.7,9.45,10.18,11.4,13.64,16.45,19650,21170,23710,28380,34210,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-4012,Curators,detailed,110,17.7,0.057,0.66,24.15,50240,4.4,14.14,17.22,23.68,28.7,35.95,29410,35810,49260,59690,74780,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-4013,Museum Technicians and Conservators,detailed,50,20.6,0.024,0.3,18.46,38410,7.2,12.21,13.7,16.34,20.97,29.54,25400,28500,33980,43620,61450,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-4021,Librarians,detailed,1070,6.6,0.562,0.59,24.52,50990,1.6,16.28,19.89,24.22,28.9,33.97,33870,41380,50380,60110,70670,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-4031,Library Technicians,detailed,840,20.6,0.444,0.65,16.25,33790,2.5,10.25,12.82,16.32,18.58,22.82,21330,26660,33950,38650,47460,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,80,23.4,0.043,0.58,20.96,43590,15.5,8.71,10.37,17.39,29.79,41.24,18120,21560,36160,61960,85770,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-9031,Instructional Coordinators,detailed,1070,13.5,0.566,0.56,33.57,69820,4.2,17.57,24.72,34.43,41.75,48.3,36540,51420,71610,86830,100460,,
MI,19820,"Detroit-Warren-Dearborn, MI",25-9041,Teacher Assistants,detailed,15590,4.7,8.209,0.92,*,27240,1.7,*,*,*,*,*,18470,20940,25770,31570,38250,True,
MI,19820,"Detroit-Warren-Dearborn, MI",25-9099,"Education, Training, and Library Workers, All Other",detailed,490,8.2,0.26,0.33,16.46,34230,6.6,9.68,11.24,16.13,21.21,23.12,20130,23370,33550,44110,48090,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,26370,4.7,13.884,1.04,26.6,55330,2.8,9.94,14.65,23.12,36.25,46.46,20680,30470,48090,75390,96640,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1011,Art Directors,detailed,**,**,**,**,39.76,82710,5.1,19.19,25.24,35.82,47.19,66.85,39910,52510,74510,98150,139040,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1014,Multimedia Artists and Animators,detailed,190,18.6,0.098,0.45,26.78,55700,6.1,14.26,18.76,25,33.76,41.52,29650,39020,51990,70220,86360,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1021,Commercial and Industrial Designers,detailed,4580,17.5,2.41,10.61,39.64,82450,2.2,26.75,33.59,40.38,46.41,53.09,55640,69870,83990,96530,110430,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1023,Floral Designers,detailed,490,20.1,0.259,0.8,13.42,27910,4.2,8.87,10.07,12.71,16.39,18.81,18440,20940,26440,34090,39120,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1024,Graphic Designers,detailed,2840,6.7,1.495,1.01,25.39,52820,2.3,14.83,18.5,23.47,30.55,38.33,30840,38480,48820,63530,79730,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1025,Interior Designers,detailed,570,25.7,0.298,0.81,22.96,47750,4,12.07,13.81,18.88,30.48,39.89,25110,28730,39260,63400,82960,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1026,Merchandise Displayers and Window Trimmers,detailed,**,**,**,**,12.11,25190,3.5,9.01,9.89,11.14,13.46,17.18,18740,20570,23170,28000,35740,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1027,Set and Exhibit Designers,detailed,40,43.6,0.019,0.22,17.15,35680,15.7,8.6,9.17,15.69,25.88,28.84,17880,19080,32640,53840,59980,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-1029,"Designers, All Other",detailed,70,41.8,0.036,0.76,23.9,49710,10.2,13.51,16.59,21,28.47,36.91,28110,34500,43680,59220,76780,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2011,Actors,detailed,90,19.7,0.047,0.13,24.17,*,19.9,9.93,11.13,31.11,34.49,36.52,*,*,*,*,*,,True
MI,19820,"Detroit-Warren-Dearborn, MI",27-2012,Producers and Directors,detailed,1140,16.2,0.599,0.79,34.84,72470,5,16.44,24.21,31.15,42.8,53.02,34190,50350,64790,89030,110290,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2021,Athletes and Sports Competitors,detailed,80,36.1,0.043,0.51,*,41650,10,*,*,*,*,*,20080,28430,42850,48770,63360,True,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2022,Coaches and Scouts,detailed,4250,16,2.238,1.38,*,35030,3.9,*,*,*,*,*,18140,19960,31730,43610,50250,True,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,**,**,**,**,*,41820,25.6,*,*,*,*,*,18290,20180,39880,49910,82330,True,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2041,Music Directors and Composers,detailed,290,22.7,0.151,0.97,29.43,61210,13.6,9.44,16.24,23.49,34.45,39.07,19640,33790,48860,71660,81260,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-2042,Musicians and Singers,detailed,600,32.8,0.316,1.18,24.02,*,18.9,8.89,10.07,13.45,18.55,57.53,*,*,*,*,*,,True
MI,19820,"Detroit-Warren-Dearborn, MI",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,40,40.4,0.019,0.18,21.2,*,15.3,9.52,11.58,18.48,22.98,39.17,*,*,*,*,*,,True
MI,19820,"Detroit-Warren-Dearborn, MI",27-3011,Radio and Television Announcers,detailed,270,17.7,0.141,0.64,18.67,38830,20.4,8.56,9.04,11.54,16.02,28.93,17810,18810,24000,33310,60160,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3012,Public Address System and Other Announcers,detailed,**,**,**,**,13.05,27150,13.7,8.48,8.88,9.81,18.97,22.74,17630,18460,20410,39450,47310,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3021,Broadcast News Analysts,detailed,60,40.9,0.03,0.86,67.95,141340,19,15.27,27.58,48.98,#,#,31760,57370,101870,#,#,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3022,Reporters and Correspondents,detailed,540,19.6,0.286,0.96,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3031,Public Relations Specialists,detailed,2300,6.8,1.212,0.76,30.34,63100,2.6,13.95,19.01,28.06,38.21,49.17,29010,39550,58360,79470,102270,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3041,Editors,detailed,810,11.2,0.426,0.61,28.02,58280,4.5,13.71,18.18,24.51,34.36,44.94,28520,37810,50990,71460,93470,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3042,Technical Writers,detailed,540,7.8,0.284,0.79,33.55,69780,2.7,21.51,27.12,34.15,40.35,44.92,44730,56420,71040,83940,93430,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3043,Writers and Authors,detailed,430,13.7,0.227,0.72,28.64,59570,6.5,13.15,18.21,25.7,34.9,45.25,27360,37880,53460,72600,94120,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3091,Interpreters and Translators,detailed,430,33.7,0.227,0.63,20.16,41930,7.9,10.23,15.08,19.79,24.89,30.15,21290,31370,41170,51780,62710,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-3099,"Media and Communication Workers, All Other",detailed,300,33.4,0.158,0.98,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4011,Audio and Video Equipment Technicians,detailed,770,23.7,0.403,0.89,23.25,48360,4.3,12.69,17.12,22.97,28.7,35.29,26400,35600,47790,59700,73410,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4012,Broadcast Technicians,detailed,280,17.1,0.148,0.72,23.17,48190,9.3,10.43,13.82,20.13,32.19,40.63,21690,28740,41870,66950,84500,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4014,Sound Engineering Technicians,detailed,70,29.5,0.038,0.38,20.46,42550,10.8,11.13,13.98,19.24,23.55,33.27,23140,29070,40010,48980,69200,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4021,Photographers,detailed,540,19.6,0.287,0.79,21.22,44130,7.9,9.07,10.62,20.58,29.3,37.87,18870,22090,42800,60940,78760,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,200,24.1,0.105,0.72,24.73,51440,7.1,10.57,16.09,24.91,33.31,37.52,21990,33470,51810,69280,78050,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4032,Film and Video Editors,detailed,320,23.4,0.171,0.85,28.3,58860,20.6,10.64,16.74,25.61,36.99,53.95,22140,34810,53270,76950,112210,,
MI,19820,"Detroit-Warren-Dearborn, MI",27-4099,"Media and Communication Equipment Workers, All Other",detailed,40,23.1,0.019,0.15,41.94,87230,4.2,25.3,36.69,41.57,46.85,56.35,52620,76310,86470,97460,117210,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-0000,Healthcare Practitioners and Technical Occupations,major,**,**,**,**,38.24,79540,2,15.8,23.38,31.1,41.63,70.21,32860,48630,64680,86580,146030,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1011,Chiropractors,detailed,560,15.7,0.295,1.27,35.85,74580,11.5,19.46,22.31,29.37,49.44,57.65,40480,46400,61090,102820,119920,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1021,"Dentists, General",detailed,1930,7.6,1.013,1.4,76.37,158850,11.4,29.52,38.88,71.36,#,#,61390,80880,148430,#,#,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1022,Oral and Maxillofacial Surgeons,detailed,230,22.9,0.123,3.39,72.49,150780,17.5,39.46,44.7,57.17,#,#,82070,92970,118910,#,#,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1029,"Dentists, All Other Specialists",detailed,70,0,0.037,0.92,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1031,Dietitians and Nutritionists,detailed,710,10.5,0.372,0.86,25.66,53360,1.8,19.55,22.25,25.96,29.1,33.27,40660,46280,54000,60520,69200,,
MI,19820,"Detroit-Warren-Dearborn, MI",29-1041,Optometrists,detailed,420,20.2,0.222,0.87,57.54,119670,9.2,25.86,33.76,49.34,65.82,#,53780,70220,102630,136910,#,,
